# #Teff log(g)
5.600500000000000000e+03 5.600500000000000000e+03
6.008199999999999818e+03 6.008199999999999818e+03
4.457600000000000364e+03 4.457600000000000364e+03
6.513500000000000000e+03 6.513500000000000000e+03
5.432600000000000364e+03 5.432600000000000364e+03
4.325800000000000182e+03 4.325800000000000182e+03
4.672899999999999636e+03 4.672899999999999636e+03
5.306899999999999636e+03 5.306899999999999636e+03
3.348400000000000091e+03 3.348400000000000091e+03
5.204399999999999636e+03 5.204399999999999636e+03
5.461199999999999818e+03 5.461199999999999818e+03
5.148699999999999818e+03 5.148699999999999818e+03
5.253500000000000000e+03 5.253500000000000000e+03
3.571099999999999909e+03 3.571099999999999909e+03
5.914699999999999818e+03 5.914699999999999818e+03
5.193500000000000000e+03 5.193500000000000000e+03
4.621600000000000364e+03 4.621600000000000364e+03
4.404899999999999636e+03 4.404899999999999636e+03
5.176699999999999818e+03 5.176699999999999818e+03
4.666600000000000364e+03 4.666600000000000364e+03
5.026300000000000182e+03 5.026300000000000182e+03
4.783300000000000182e+03 4.783300000000000182e+03
5.481199999999999818e+03 5.481199999999999818e+03
3.477199999999999818e+03 3.477199999999999818e+03
4.932899999999999636e+03 4.932899999999999636e+03
5.001000000000000000e+03 5.001000000000000000e+03
4.865000000000000000e+03 4.865000000000000000e+03
5.065800000000000182e+03 5.065800000000000182e+03
5.098000000000000000e+03 5.098000000000000000e+03
4.704000000000000000e+03 4.704000000000000000e+03
7.692399999999999636e+03 7.692399999999999636e+03
4.923100000000000364e+03 4.923100000000000364e+03
5.708500000000000000e+03 5.708500000000000000e+03
3.123599999999999909e+03 3.123599999999999909e+03
3.371800000000000182e+03 3.371800000000000182e+03
5.656300000000000182e+03 5.656300000000000182e+03
4.230399999999999636e+03 4.230399999999999636e+03
6.278800000000000182e+03 6.278800000000000182e+03
3.256500000000000000e+03 3.256500000000000000e+03
5.276399999999999636e+03 5.276399999999999636e+03
4.296899999999999636e+03 4.296899999999999636e+03
4.912199999999999818e+03 4.912199999999999818e+03
3.439599999999999909e+03 3.439599999999999909e+03
4.260800000000000182e+03 4.260800000000000182e+03
5.050699999999999818e+03 5.050699999999999818e+03
5.578600000000000364e+03 5.578600000000000364e+03
6.390699999999999818e+03 6.390699999999999818e+03
4.091300000000000182e+03 4.091300000000000182e+03
5.610699999999999818e+03 5.610699999999999818e+03
4.413699999999999818e+03 4.413699999999999818e+03
3.361300000000000182e+03 3.361300000000000182e+03
3.334800000000000182e+03 3.334800000000000182e+03
6.135500000000000000e+03 6.135500000000000000e+03
4.978500000000000000e+03 4.978500000000000000e+03
3.611900000000000091e+03 3.611900000000000091e+03
3.257599999999999909e+03 3.257599999999999909e+03
5.021100000000000364e+03 5.021100000000000364e+03
5.783899999999999636e+03 5.783899999999999636e+03
5.130399999999999636e+03 5.130399999999999636e+03
5.938300000000000182e+03 5.938300000000000182e+03
5.041600000000000364e+03 5.041600000000000364e+03
5.799800000000000182e+03 5.799800000000000182e+03
4.697600000000000364e+03 4.697600000000000364e+03
3.367500000000000000e+03 3.367500000000000000e+03
4.004099999999999909e+03 4.004099999999999909e+03
4.534899999999999636e+03 4.534899999999999636e+03
3.460800000000000182e+03 3.460800000000000182e+03
3.549699999999999818e+03 3.549699999999999818e+03
3.811000000000000000e+03 3.811000000000000000e+03
4.565800000000000182e+03 4.565800000000000182e+03
3.666800000000000182e+03 3.666800000000000182e+03
4.644300000000000182e+03 4.644300000000000182e+03
5.069800000000000182e+03 5.069800000000000182e+03
3.599699999999999818e+03 3.599699999999999818e+03
5.685699999999999818e+03 5.685699999999999818e+03
5.656000000000000000e+03 5.656000000000000000e+03
4.549500000000000000e+03 4.549500000000000000e+03
4.823300000000000182e+03 4.823300000000000182e+03
3.645900000000000091e+03 3.645900000000000091e+03
3.662099999999999909e+03 3.662099999999999909e+03
4.135600000000000364e+03 4.135600000000000364e+03
4.282199999999999818e+03 4.282199999999999818e+03
3.269699999999999818e+03 3.269699999999999818e+03
3.285400000000000091e+03 3.285400000000000091e+03
5.118699999999999818e+03 5.118699999999999818e+03
3.488300000000000182e+03 3.488300000000000182e+03
3.709099999999999909e+03 3.709099999999999909e+03
4.730000000000000000e+03 4.730000000000000000e+03
4.691699999999999818e+03 4.691699999999999818e+03
5.475100000000000364e+03 5.475100000000000364e+03
4.482600000000000364e+03 4.482600000000000364e+03
3.707599999999999909e+03 3.707599999999999909e+03
5.756699999999999818e+03 5.756699999999999818e+03
3.723900000000000091e+03 3.723900000000000091e+03
3.400400000000000091e+03 3.400400000000000091e+03
5.671500000000000000e+03 5.671500000000000000e+03
3.553800000000000182e+03 3.553800000000000182e+03
3.445000000000000000e+03 3.445000000000000000e+03
4.705800000000000182e+03 4.705800000000000182e+03
3.411800000000000182e+03 3.411800000000000182e+03
5.437699999999999818e+03 5.437699999999999818e+03
5.229600000000000364e+03 5.229600000000000364e+03
5.823300000000000182e+03 5.823300000000000182e+03
5.122800000000000182e+03 5.122800000000000182e+03
4.711600000000000364e+03 4.711600000000000364e+03
5.548899999999999636e+03 5.548899999999999636e+03
5.052199999999999818e+03 5.052199999999999818e+03
4.064199999999999818e+03 4.064199999999999818e+03
5.581899999999999636e+03 5.581899999999999636e+03
4.971699999999999818e+03 4.971699999999999818e+03
4.916199999999999818e+03 4.916199999999999818e+03
5.606699999999999818e+03 5.606699999999999818e+03
3.930699999999999818e+03 3.930699999999999818e+03
5.574399999999999636e+03 5.574399999999999636e+03
5.401500000000000000e+03 5.401500000000000000e+03
5.032000000000000000e+03 5.032000000000000000e+03
5.617899999999999636e+03 5.617899999999999636e+03
3.321300000000000182e+03 3.321300000000000182e+03
3.323500000000000000e+03 3.323500000000000000e+03
5.262300000000000182e+03 5.262300000000000182e+03
4.191600000000000364e+03 4.191600000000000364e+03
4.673800000000000182e+03 4.673800000000000182e+03
3.416099999999999909e+03 3.416099999999999909e+03
6.532899999999999636e+03 6.532899999999999636e+03
4.427199999999999818e+03 4.427199999999999818e+03
4.921800000000000182e+03 4.921800000000000182e+03
5.830000000000000000e+03 5.830000000000000000e+03
5.433800000000000182e+03 5.433800000000000182e+03
5.485300000000000182e+03 5.485300000000000182e+03
3.520000000000000000e+03 3.520000000000000000e+03
4.413600000000000364e+03 4.413600000000000364e+03
5.090300000000000182e+03 5.090300000000000182e+03
4.886100000000000364e+03 4.886100000000000364e+03
5.780800000000000182e+03 5.780800000000000182e+03
4.349000000000000000e+03 4.349000000000000000e+03
3.568000000000000000e+03 3.568000000000000000e+03
3.469599999999999909e+03 3.469599999999999909e+03
4.147800000000000182e+03 4.147800000000000182e+03
6.037100000000000364e+03 6.037100000000000364e+03
5.373000000000000000e+03 5.373000000000000000e+03
4.084599999999999909e+03 4.084599999999999909e+03
5.757300000000000182e+03 5.757300000000000182e+03
5.257300000000000182e+03 5.257300000000000182e+03
4.539399999999999636e+03 4.539399999999999636e+03
5.258000000000000000e+03 5.258000000000000000e+03
3.379000000000000000e+03 3.379000000000000000e+03
3.299000000000000000e+03 3.299000000000000000e+03
3.895300000000000182e+03 3.895300000000000182e+03
5.137399999999999636e+03 5.137399999999999636e+03
3.946800000000000182e+03 3.946800000000000182e+03
5.873699999999999818e+03 5.873699999999999818e+03
4.871000000000000000e+03 4.871000000000000000e+03
4.657399999999999636e+03 4.657399999999999636e+03
4.417600000000000364e+03 4.417600000000000364e+03
5.171399999999999636e+03 5.171399999999999636e+03
4.650000000000000000e+03 4.650000000000000000e+03
4.255600000000000364e+03 4.255600000000000364e+03
4.141500000000000000e+03 4.141500000000000000e+03
3.596500000000000000e+03 3.596500000000000000e+03
3.346500000000000000e+03 3.346500000000000000e+03
3.459500000000000000e+03 3.459500000000000000e+03
4.371600000000000364e+03 4.371600000000000364e+03
5.375300000000000182e+03 5.375300000000000182e+03
5.129600000000000364e+03 5.129600000000000364e+03
4.416600000000000364e+03 4.416600000000000364e+03
5.622500000000000000e+03 5.622500000000000000e+03
4.355500000000000000e+03 4.355500000000000000e+03
4.723000000000000000e+03 4.723000000000000000e+03
4.137800000000000182e+03 4.137800000000000182e+03
3.513099999999999909e+03 3.513099999999999909e+03
4.610199999999999818e+03 4.610199999999999818e+03
6.919300000000000182e+03 6.919300000000000182e+03
4.499300000000000182e+03 4.499300000000000182e+03
3.758099999999999909e+03 3.758099999999999909e+03
4.410300000000000182e+03 4.410300000000000182e+03
4.957399999999999636e+03 4.957399999999999636e+03
3.499699999999999818e+03 3.499699999999999818e+03
3.372500000000000000e+03 3.372500000000000000e+03
4.080000000000000000e+03 4.080000000000000000e+03
3.211900000000000091e+03 3.211900000000000091e+03
3.419199999999999818e+03 3.419199999999999818e+03
5.674899999999999636e+03 5.674899999999999636e+03
5.357199999999999818e+03 5.357199999999999818e+03
3.610699999999999818e+03 3.610699999999999818e+03
4.899300000000000182e+03 4.899300000000000182e+03
4.202100000000000364e+03 4.202100000000000364e+03
4.674800000000000182e+03 4.674800000000000182e+03
3.333400000000000091e+03 3.333400000000000091e+03
4.822000000000000000e+03 4.822000000000000000e+03
5.601100000000000364e+03 5.601100000000000364e+03
5.559399999999999636e+03 5.559399999999999636e+03
4.624100000000000364e+03 4.624100000000000364e+03
3.278000000000000000e+03 3.278000000000000000e+03
5.497899999999999636e+03 5.497899999999999636e+03
6.083000000000000000e+03 6.083000000000000000e+03
3.505000000000000000e+03 3.505000000000000000e+03
5.373500000000000000e+03 5.373500000000000000e+03
3.291500000000000000e+03 3.291500000000000000e+03
5.681500000000000000e+03 5.681500000000000000e+03
3.597500000000000000e+03 3.597500000000000000e+03
5.685800000000000182e+03 5.685800000000000182e+03
3.634000000000000000e+03 3.634000000000000000e+03
3.357500000000000000e+03 3.357500000000000000e+03
3.550099999999999909e+03 3.550099999999999909e+03
5.582300000000000182e+03 5.582300000000000182e+03
4.080599999999999909e+03 4.080599999999999909e+03
5.563100000000000364e+03 5.563100000000000364e+03
3.287900000000000091e+03 3.287900000000000091e+03
3.454699999999999818e+03 3.454699999999999818e+03
3.685500000000000000e+03 3.685500000000000000e+03
4.508600000000000364e+03 4.508600000000000364e+03
5.734699999999999818e+03 5.734699999999999818e+03
5.392300000000000182e+03 5.392300000000000182e+03
3.654000000000000000e+03 3.654000000000000000e+03
5.195600000000000364e+03 5.195600000000000364e+03
5.102699999999999818e+03 5.102699999999999818e+03
5.956800000000000182e+03 5.956800000000000182e+03
4.232600000000000364e+03 4.232600000000000364e+03
4.908300000000000182e+03 4.908300000000000182e+03
3.393199999999999818e+03 3.393199999999999818e+03
3.542800000000000182e+03 3.542800000000000182e+03
3.450699999999999818e+03 3.450699999999999818e+03
4.238699999999999818e+03 4.238699999999999818e+03
3.475400000000000091e+03 3.475400000000000091e+03
4.933800000000000182e+03 4.933800000000000182e+03
4.693500000000000000e+03 4.693500000000000000e+03
3.266400000000000091e+03 3.266400000000000091e+03
5.512600000000000364e+03 5.512600000000000364e+03
3.554099999999999909e+03 3.554099999999999909e+03
5.771300000000000182e+03 5.771300000000000182e+03
5.498100000000000364e+03 5.498100000000000364e+03
5.422399999999999636e+03 5.422399999999999636e+03
4.349100000000000364e+03 4.349100000000000364e+03
5.595899999999999636e+03 5.595899999999999636e+03
3.570900000000000091e+03 3.570900000000000091e+03
4.965899999999999636e+03 4.965899999999999636e+03
5.152600000000000364e+03 5.152600000000000364e+03
5.178800000000000182e+03 5.178800000000000182e+03
4.397199999999999818e+03 4.397199999999999818e+03
3.852900000000000091e+03 3.852900000000000091e+03
5.727100000000000364e+03 5.727100000000000364e+03
4.900699999999999818e+03 4.900699999999999818e+03
3.918000000000000000e+03 3.918000000000000000e+03
4.071900000000000091e+03 4.071900000000000091e+03
5.565500000000000000e+03 5.565500000000000000e+03
3.493000000000000000e+03 3.493000000000000000e+03
4.348399999999999636e+03 4.348399999999999636e+03
4.538199999999999818e+03 4.538199999999999818e+03
3.166900000000000091e+03 3.166900000000000091e+03
3.796800000000000182e+03 3.796800000000000182e+03
3.769800000000000182e+03 3.769800000000000182e+03
3.499800000000000182e+03 3.499800000000000182e+03
5.783500000000000000e+03 5.783500000000000000e+03
5.055100000000000364e+03 5.055100000000000364e+03
6.236899999999999636e+03 6.236899999999999636e+03
3.257599999999999909e+03 3.257599999999999909e+03
5.301100000000000364e+03 5.301100000000000364e+03
3.135800000000000182e+03 3.135800000000000182e+03
5.094899999999999636e+03 5.094899999999999636e+03
4.465399999999999636e+03 4.465399999999999636e+03
5.216699999999999818e+03 5.216699999999999818e+03
5.662199999999999818e+03 5.662199999999999818e+03
3.527099999999999909e+03 3.527099999999999909e+03
3.923500000000000000e+03 3.923500000000000000e+03
5.374000000000000000e+03 5.374000000000000000e+03
3.619000000000000000e+03 3.619000000000000000e+03
4.473399999999999636e+03 4.473399999999999636e+03
4.554000000000000000e+03 4.554000000000000000e+03
5.553300000000000182e+03 5.553300000000000182e+03
5.631000000000000000e+03 5.631000000000000000e+03
5.654300000000000182e+03 5.654300000000000182e+03
5.521600000000000364e+03 5.521600000000000364e+03
4.200199999999999818e+03 4.200199999999999818e+03
5.740500000000000000e+03 5.740500000000000000e+03
4.955199999999999818e+03 4.955199999999999818e+03
5.038000000000000000e+03 5.038000000000000000e+03
5.103600000000000364e+03 5.103600000000000364e+03
4.299600000000000364e+03 4.299600000000000364e+03
5.459199999999999818e+03 5.459199999999999818e+03
4.553800000000000182e+03 4.553800000000000182e+03
3.924800000000000182e+03 3.924800000000000182e+03
4.445199999999999818e+03 4.445199999999999818e+03
3.596099999999999909e+03 3.596099999999999909e+03
5.128000000000000000e+03 5.128000000000000000e+03
3.991000000000000000e+03 3.991000000000000000e+03
5.231699999999999818e+03 5.231699999999999818e+03
3.552699999999999818e+03 3.552699999999999818e+03
4.850100000000000364e+03 4.850100000000000364e+03
5.503300000000000182e+03 5.503300000000000182e+03
5.596600000000000364e+03 5.596600000000000364e+03
5.755300000000000182e+03 5.755300000000000182e+03
3.929500000000000000e+03 3.929500000000000000e+03
3.773400000000000091e+03 3.773400000000000091e+03
3.886199999999999818e+03 3.886199999999999818e+03
4.600300000000000182e+03 4.600300000000000182e+03
4.844899999999999636e+03 4.844899999999999636e+03
5.188800000000000182e+03 5.188800000000000182e+03
3.442300000000000182e+03 3.442300000000000182e+03
5.800800000000000182e+03 5.800800000000000182e+03
4.008300000000000182e+03 4.008300000000000182e+03
4.793600000000000364e+03 4.793600000000000364e+03
3.249000000000000000e+03 3.249000000000000000e+03
4.901399999999999636e+03 4.901399999999999636e+03
5.751399999999999636e+03 5.751399999999999636e+03
5.818600000000000364e+03 5.818600000000000364e+03
3.360599999999999909e+03 3.360599999999999909e+03
4.367500000000000000e+03 4.367500000000000000e+03
3.468000000000000000e+03 3.468000000000000000e+03
5.401100000000000364e+03 5.401100000000000364e+03
3.493300000000000182e+03 3.493300000000000182e+03
4.946500000000000000e+03 4.946500000000000000e+03
3.623900000000000091e+03 3.623900000000000091e+03
3.684900000000000091e+03 3.684900000000000091e+03
3.455300000000000182e+03 3.455300000000000182e+03
5.077199999999999818e+03 5.077199999999999818e+03
5.789899999999999636e+03 5.789899999999999636e+03
3.839800000000000182e+03 3.839800000000000182e+03
5.760300000000000182e+03 5.760300000000000182e+03
3.694599999999999909e+03 3.694599999999999909e+03
4.350899999999999636e+03 4.350899999999999636e+03
5.737199999999999818e+03 5.737199999999999818e+03
3.395300000000000182e+03 3.395300000000000182e+03
3.509400000000000091e+03 3.509400000000000091e+03
3.208300000000000182e+03 3.208300000000000182e+03
3.322800000000000182e+03 3.322800000000000182e+03
5.021399999999999636e+03 5.021399999999999636e+03
5.563500000000000000e+03 5.563500000000000000e+03
4.740600000000000364e+03 4.740600000000000364e+03
5.531899999999999636e+03 5.531899999999999636e+03
3.539699999999999818e+03 3.539699999999999818e+03
3.335900000000000091e+03 3.335900000000000091e+03
3.673800000000000182e+03 3.673800000000000182e+03
4.772300000000000182e+03 4.772300000000000182e+03
3.864199999999999818e+03 3.864199999999999818e+03
3.207400000000000091e+03 3.207400000000000091e+03
5.508399999999999636e+03 5.508399999999999636e+03
4.761100000000000364e+03 4.761100000000000364e+03
5.985399999999999636e+03 5.985399999999999636e+03
4.433800000000000182e+03 4.433800000000000182e+03
4.776699999999999818e+03 4.776699999999999818e+03
5.550600000000000364e+03 5.550600000000000364e+03
4.874100000000000364e+03 4.874100000000000364e+03
5.217000000000000000e+03 5.217000000000000000e+03
5.870199999999999818e+03 5.870199999999999818e+03
4.539899999999999636e+03 4.539899999999999636e+03
5.801899999999999636e+03 5.801899999999999636e+03
5.538600000000000364e+03 5.538600000000000364e+03
4.776399999999999636e+03 4.776399999999999636e+03
5.356000000000000000e+03 5.356000000000000000e+03
5.794199999999999818e+03 5.794199999999999818e+03
6.398300000000000182e+03 6.398300000000000182e+03
6.153399999999999636e+03 6.153399999999999636e+03
5.106800000000000182e+03 5.106800000000000182e+03
4.985199999999999818e+03 4.985199999999999818e+03
3.178699999999999818e+03 3.178699999999999818e+03
3.777300000000000182e+03 3.777300000000000182e+03
4.503500000000000000e+03 4.503500000000000000e+03
5.142399999999999636e+03 5.142399999999999636e+03
4.609800000000000182e+03 4.609800000000000182e+03
4.147399999999999636e+03 4.147399999999999636e+03
4.750699999999999818e+03 4.750699999999999818e+03
5.851000000000000000e+03 5.851000000000000000e+03
3.940900000000000091e+03 3.940900000000000091e+03
3.421599999999999909e+03 3.421599999999999909e+03
3.366300000000000182e+03 3.366300000000000182e+03
5.052199999999999818e+03 5.052199999999999818e+03
3.863699999999999818e+03 3.863699999999999818e+03
3.334500000000000000e+03 3.334500000000000000e+03
5.149100000000000364e+03 5.149100000000000364e+03
4.049400000000000091e+03 4.049400000000000091e+03
3.052699999999999818e+03 3.052699999999999818e+03
4.684899999999999636e+03 4.684899999999999636e+03
4.492300000000000182e+03 4.492300000000000182e+03
4.305699999999999818e+03 4.305699999999999818e+03
1.020610000000000036e+04 1.020610000000000036e+04
3.391000000000000000e+03 3.391000000000000000e+03
5.637899999999999636e+03 5.637899999999999636e+03
5.096500000000000000e+03 5.096500000000000000e+03
3.831800000000000182e+03 3.831800000000000182e+03
3.685300000000000182e+03 3.685300000000000182e+03
4.935399999999999636e+03 4.935399999999999636e+03
4.105199999999999818e+03 4.105199999999999818e+03
5.795600000000000364e+03 5.795600000000000364e+03
4.400800000000000182e+03 4.400800000000000182e+03
3.307000000000000000e+03 3.307000000000000000e+03
3.867400000000000091e+03 3.867400000000000091e+03
5.090100000000000364e+03 5.090100000000000364e+03
5.829399999999999636e+03 5.829399999999999636e+03
3.853300000000000182e+03 3.853300000000000182e+03
3.592699999999999818e+03 3.592699999999999818e+03
5.530300000000000182e+03 5.530300000000000182e+03
4.147600000000000364e+03 4.147600000000000364e+03
5.598300000000000182e+03 5.598300000000000182e+03
5.454699999999999818e+03 5.454699999999999818e+03
3.546900000000000091e+03 3.546900000000000091e+03
6.289600000000000364e+03 6.289600000000000364e+03
3.612900000000000091e+03 3.612900000000000091e+03
4.551600000000000364e+03 4.551600000000000364e+03
5.650300000000000182e+03 5.650300000000000182e+03
5.668000000000000000e+03 5.668000000000000000e+03
5.181600000000000364e+03 5.181600000000000364e+03
5.554199999999999818e+03 5.554199999999999818e+03
3.910199999999999818e+03 3.910199999999999818e+03
3.420500000000000000e+03 3.420500000000000000e+03
3.734199999999999818e+03 3.734199999999999818e+03
3.465300000000000182e+03 3.465300000000000182e+03
3.913099999999999909e+03 3.913099999999999909e+03
4.154399999999999636e+03 4.154399999999999636e+03
5.558100000000000364e+03 5.558100000000000364e+03
5.974399999999999636e+03 5.974399999999999636e+03
4.716100000000000364e+03 4.716100000000000364e+03
3.329500000000000000e+03 3.329500000000000000e+03
3.429300000000000182e+03 3.429300000000000182e+03
5.669699999999999818e+03 5.669699999999999818e+03
5.576100000000000364e+03 5.576100000000000364e+03
5.573699999999999818e+03 5.573699999999999818e+03
5.745100000000000364e+03 5.745100000000000364e+03
4.800600000000000364e+03 4.800600000000000364e+03
4.949500000000000000e+03 4.949500000000000000e+03
5.554500000000000000e+03 5.554500000000000000e+03
5.600500000000000000e+03 5.600500000000000000e+03
5.224000000000000000e+03 5.224000000000000000e+03
3.661000000000000000e+03 3.661000000000000000e+03
3.161000000000000000e+03 3.161000000000000000e+03
3.381599999999999909e+03 3.381599999999999909e+03
3.614900000000000091e+03 3.614900000000000091e+03
4.179800000000000182e+03 4.179800000000000182e+03
3.809500000000000000e+03 3.809500000000000000e+03
5.334000000000000000e+03 5.334000000000000000e+03
3.178199999999999818e+03 3.178199999999999818e+03
5.705300000000000182e+03 5.705300000000000182e+03
4.935600000000000364e+03 4.935600000000000364e+03
3.662000000000000000e+03 3.662000000000000000e+03
6.078100000000000364e+03 6.078100000000000364e+03
3.433500000000000000e+03 3.433500000000000000e+03
3.214699999999999818e+03 3.214699999999999818e+03
3.434300000000000182e+03 3.434300000000000182e+03
4.340800000000000182e+03 4.340800000000000182e+03
3.972900000000000091e+03 3.972900000000000091e+03
6.056500000000000000e+03 6.056500000000000000e+03
3.597599999999999909e+03 3.597599999999999909e+03
3.426699999999999818e+03 3.426699999999999818e+03
4.468300000000000182e+03 4.468300000000000182e+03
3.460199999999999818e+03 3.460199999999999818e+03
4.695199999999999818e+03 4.695199999999999818e+03
4.507500000000000000e+03 4.507500000000000000e+03
3.612800000000000182e+03 3.612800000000000182e+03
4.690000000000000000e+03 4.690000000000000000e+03
5.009300000000000182e+03 5.009300000000000182e+03
3.440599999999999909e+03 3.440599999999999909e+03
3.673099999999999909e+03 3.673099999999999909e+03
3.482199999999999818e+03 3.482199999999999818e+03
4.816100000000000364e+03 4.816100000000000364e+03
5.739199999999999818e+03 5.739199999999999818e+03
3.724300000000000182e+03 3.724300000000000182e+03
4.644699999999999818e+03 4.644699999999999818e+03
4.444399999999999636e+03 4.444399999999999636e+03
4.187800000000000182e+03 4.187800000000000182e+03
4.087000000000000000e+03 4.087000000000000000e+03
5.085100000000000364e+03 5.085100000000000364e+03
3.641599999999999909e+03 3.641599999999999909e+03
3.797000000000000000e+03 3.797000000000000000e+03
5.775399999999999636e+03 5.775399999999999636e+03
5.153399999999999636e+03 5.153399999999999636e+03
5.176699999999999818e+03 5.176699999999999818e+03
4.239500000000000000e+03 4.239500000000000000e+03
4.840100000000000364e+03 4.840100000000000364e+03
3.455099999999999909e+03 3.455099999999999909e+03
4.567399999999999636e+03 4.567399999999999636e+03
4.591600000000000364e+03 4.591600000000000364e+03
3.295500000000000000e+03 3.295500000000000000e+03
4.883899999999999636e+03 4.883899999999999636e+03
4.585699999999999818e+03 4.585699999999999818e+03
5.368399999999999636e+03 5.368399999999999636e+03
3.419599999999999909e+03 3.419599999999999909e+03
5.027899999999999636e+03 5.027899999999999636e+03
3.579300000000000182e+03 3.579300000000000182e+03
5.410300000000000182e+03 5.410300000000000182e+03
5.681000000000000000e+03 5.681000000000000000e+03
3.970800000000000182e+03 3.970800000000000182e+03
4.867699999999999818e+03 4.867699999999999818e+03
5.828300000000000182e+03 5.828300000000000182e+03
5.691100000000000364e+03 5.691100000000000364e+03
4.498899999999999636e+03 4.498899999999999636e+03
5.279000000000000000e+03 5.279000000000000000e+03
4.192800000000000182e+03 4.192800000000000182e+03
4.808500000000000000e+03 4.808500000000000000e+03
3.388599999999999909e+03 3.388599999999999909e+03
5.139699999999999818e+03 5.139699999999999818e+03
3.915699999999999818e+03 3.915699999999999818e+03
4.978600000000000364e+03 4.978600000000000364e+03
4.691399999999999636e+03 4.691399999999999636e+03
5.275300000000000182e+03 5.275300000000000182e+03
5.046399999999999636e+03 5.046399999999999636e+03
4.031000000000000000e+03 4.031000000000000000e+03
4.507000000000000000e+03 4.507000000000000000e+03
4.195800000000000182e+03 4.195800000000000182e+03
6.575500000000000000e+03 6.575500000000000000e+03
5.919500000000000000e+03 5.919500000000000000e+03
4.781899999999999636e+03 4.781899999999999636e+03
3.641599999999999909e+03 3.641599999999999909e+03
4.640899999999999636e+03 4.640899999999999636e+03
4.568600000000000364e+03 4.568600000000000364e+03
3.527699999999999818e+03 3.527699999999999818e+03
3.459300000000000182e+03 3.459300000000000182e+03
5.975500000000000000e+03 5.975500000000000000e+03
3.808400000000000091e+03 3.808400000000000091e+03
5.142300000000000182e+03 5.142300000000000182e+03
6.032800000000000182e+03 6.032800000000000182e+03
4.947899999999999636e+03 4.947899999999999636e+03
4.072699999999999818e+03 4.072699999999999818e+03
5.751699999999999818e+03 5.751699999999999818e+03
5.140899999999999636e+03 5.140899999999999636e+03
5.986600000000000364e+03 5.986600000000000364e+03
5.214899999999999636e+03 5.214899999999999636e+03
4.534000000000000000e+03 4.534000000000000000e+03
5.857699999999999818e+03 5.857699999999999818e+03
3.286500000000000000e+03 3.286500000000000000e+03
5.793300000000000182e+03 5.793300000000000182e+03
5.946199999999999818e+03 5.946199999999999818e+03
5.746100000000000364e+03 5.746100000000000364e+03
5.233699999999999818e+03 5.233699999999999818e+03
5.170100000000000364e+03 5.170100000000000364e+03
5.221600000000000364e+03 5.221600000000000364e+03
4.742399999999999636e+03 4.742399999999999636e+03
4.769100000000000364e+03 4.769100000000000364e+03
4.978199999999999818e+03 4.978199999999999818e+03
4.462000000000000000e+03 4.462000000000000000e+03
4.576300000000000182e+03 4.576300000000000182e+03
3.811599999999999909e+03 3.811599999999999909e+03
4.563800000000000182e+03 4.563800000000000182e+03
4.407100000000000364e+03 4.407100000000000364e+03
6.036500000000000000e+03 6.036500000000000000e+03
3.423699999999999818e+03 3.423699999999999818e+03
4.827100000000000364e+03 4.827100000000000364e+03
3.877800000000000182e+03 3.877800000000000182e+03
3.487599999999999909e+03 3.487599999999999909e+03
3.644800000000000182e+03 3.644800000000000182e+03
3.652400000000000091e+03 3.652400000000000091e+03
4.552199999999999818e+03 4.552199999999999818e+03
3.420099999999999909e+03 3.420099999999999909e+03
3.008300000000000182e+03 3.008300000000000182e+03
5.793000000000000000e+03 5.793000000000000000e+03
5.151100000000000364e+03 5.151100000000000364e+03
5.109800000000000182e+03 5.109800000000000182e+03
4.958399999999999636e+03 4.958399999999999636e+03
5.619800000000000182e+03 5.619800000000000182e+03
4.435100000000000364e+03 4.435100000000000364e+03
5.766699999999999818e+03 5.766699999999999818e+03
5.648500000000000000e+03 5.648500000000000000e+03
4.936199999999999818e+03 4.936199999999999818e+03
4.537600000000000364e+03 4.537600000000000364e+03
4.568100000000000364e+03 4.568100000000000364e+03
3.414199999999999818e+03 3.414199999999999818e+03
3.442400000000000091e+03 3.442400000000000091e+03
5.598600000000000364e+03 5.598600000000000364e+03
4.902000000000000000e+03 4.902000000000000000e+03
4.098000000000000000e+03 4.098000000000000000e+03
3.544400000000000091e+03 3.544400000000000091e+03
5.946300000000000182e+03 5.946300000000000182e+03
3.298099999999999909e+03 3.298099999999999909e+03
3.851500000000000000e+03 3.851500000000000000e+03
3.691000000000000000e+03 3.691000000000000000e+03
5.598199999999999818e+03 5.598199999999999818e+03
4.651800000000000182e+03 4.651800000000000182e+03
4.313600000000000364e+03 4.313600000000000364e+03
3.552300000000000182e+03 3.552300000000000182e+03
5.813600000000000364e+03 5.813600000000000364e+03
5.027600000000000364e+03 5.027600000000000364e+03
6.040899999999999636e+03 6.040899999999999636e+03
4.311000000000000000e+03 4.311000000000000000e+03
5.629500000000000000e+03 5.629500000000000000e+03
3.376900000000000091e+03 3.376900000000000091e+03
5.080500000000000000e+03 5.080500000000000000e+03
3.410900000000000091e+03 3.410900000000000091e+03
4.227100000000000364e+03 4.227100000000000364e+03
4.306899999999999636e+03 4.306899999999999636e+03
4.746199999999999818e+03 4.746199999999999818e+03
4.538399999999999636e+03 4.538399999999999636e+03
4.303100000000000364e+03 4.303100000000000364e+03
4.820100000000000364e+03 4.820100000000000364e+03
4.272199999999999818e+03 4.272199999999999818e+03
