# #Teff log(g)
5.188000000000000000e+03 5.188000000000000000e+03
3.285800000000000182e+03 3.285800000000000182e+03
4.619899999999999636e+03 4.619899999999999636e+03
3.059500000000000000e+03 3.059500000000000000e+03
4.210300000000000182e+03 4.210300000000000182e+03
5.707800000000000182e+03 5.707800000000000182e+03
5.726100000000000364e+03 5.726100000000000364e+03
5.585600000000000364e+03 5.585600000000000364e+03
3.602599999999999909e+03 3.602599999999999909e+03
3.470000000000000000e+03 3.470000000000000000e+03
3.246400000000000091e+03 3.246400000000000091e+03
5.818199999999999818e+03 5.818199999999999818e+03
5.218699999999999818e+03 5.218699999999999818e+03
3.309900000000000091e+03 3.309900000000000091e+03
4.603399999999999636e+03 4.603399999999999636e+03
3.298699999999999818e+03 3.298699999999999818e+03
5.841300000000000182e+03 5.841300000000000182e+03
3.446400000000000091e+03 3.446400000000000091e+03
5.041500000000000000e+03 5.041500000000000000e+03
5.705000000000000000e+03 5.705000000000000000e+03
5.447899999999999636e+03 5.447899999999999636e+03
5.439000000000000000e+03 5.439000000000000000e+03
6.485800000000000182e+03 6.485800000000000182e+03
5.130800000000000182e+03 5.130800000000000182e+03
5.739699999999999818e+03 5.739699999999999818e+03
4.718699999999999818e+03 4.718699999999999818e+03
4.908699999999999818e+03 4.908699999999999818e+03
3.732400000000000091e+03 3.732400000000000091e+03
5.812500000000000000e+03 5.812500000000000000e+03
3.930900000000000091e+03 3.930900000000000091e+03
3.695500000000000000e+03 3.695500000000000000e+03
3.318000000000000000e+03 3.318000000000000000e+03
3.569000000000000000e+03 3.569000000000000000e+03
3.264099999999999909e+03 3.264099999999999909e+03
3.621599999999999909e+03 3.621599999999999909e+03
5.158899999999999636e+03 5.158899999999999636e+03
5.182399999999999636e+03 5.182399999999999636e+03
5.109899999999999636e+03 5.109899999999999636e+03
3.299900000000000091e+03 3.299900000000000091e+03
4.231699999999999818e+03 4.231699999999999818e+03
3.604800000000000182e+03 3.604800000000000182e+03
3.626300000000000182e+03 3.626300000000000182e+03
3.464199999999999818e+03 3.464199999999999818e+03
4.993800000000000182e+03 4.993800000000000182e+03
4.859500000000000000e+03 4.859500000000000000e+03
4.783500000000000000e+03 4.783500000000000000e+03
3.905400000000000091e+03 3.905400000000000091e+03
5.571699999999999818e+03 5.571699999999999818e+03
3.929199999999999818e+03 3.929199999999999818e+03
5.417100000000000364e+03 5.417100000000000364e+03
5.537600000000000364e+03 5.537600000000000364e+03
5.766199999999999818e+03 5.766199999999999818e+03
4.467600000000000364e+03 4.467600000000000364e+03
3.251099999999999909e+03 3.251099999999999909e+03
4.935399999999999636e+03 4.935399999999999636e+03
4.430399999999999636e+03 4.430399999999999636e+03
3.471400000000000091e+03 3.471400000000000091e+03
4.386300000000000182e+03 4.386300000000000182e+03
3.755900000000000091e+03 3.755900000000000091e+03
5.011699999999999818e+03 5.011699999999999818e+03
3.399699999999999818e+03 3.399699999999999818e+03
3.297599999999999909e+03 3.297599999999999909e+03
4.882300000000000182e+03 4.882300000000000182e+03
3.362900000000000091e+03 3.362900000000000091e+03
6.851699999999999818e+03 6.851699999999999818e+03
5.797000000000000000e+03 5.797000000000000000e+03
4.926600000000000364e+03 4.926600000000000364e+03
5.247100000000000364e+03 5.247100000000000364e+03
3.957099999999999909e+03 3.957099999999999909e+03
3.358599999999999909e+03 3.358599999999999909e+03
3.343400000000000091e+03 3.343400000000000091e+03
4.303300000000000182e+03 4.303300000000000182e+03
3.862400000000000091e+03 3.862400000000000091e+03
4.915100000000000364e+03 4.915100000000000364e+03
4.533100000000000364e+03 4.533100000000000364e+03
3.583800000000000182e+03 3.583800000000000182e+03
4.763699999999999818e+03 4.763699999999999818e+03
5.613500000000000000e+03 5.613500000000000000e+03
3.633900000000000091e+03 3.633900000000000091e+03
4.972399999999999636e+03 4.972399999999999636e+03
3.358800000000000182e+03 3.358800000000000182e+03
4.967600000000000364e+03 4.967600000000000364e+03
4.688000000000000000e+03 4.688000000000000000e+03
4.618800000000000182e+03 4.618800000000000182e+03
5.093800000000000182e+03 5.093800000000000182e+03
3.792699999999999818e+03 3.792699999999999818e+03
4.546800000000000182e+03 4.546800000000000182e+03
5.811000000000000000e+03 5.811000000000000000e+03
5.430500000000000000e+03 5.430500000000000000e+03
3.626099999999999909e+03 3.626099999999999909e+03
5.728500000000000000e+03 5.728500000000000000e+03
4.311800000000000182e+03 4.311800000000000182e+03
3.759599999999999909e+03 3.759599999999999909e+03
5.894500000000000000e+03 5.894500000000000000e+03
5.496600000000000364e+03 5.496600000000000364e+03
3.255699999999999818e+03 3.255699999999999818e+03
3.368699999999999818e+03 3.368699999999999818e+03
4.586100000000000364e+03 4.586100000000000364e+03
5.177699999999999818e+03 5.177699999999999818e+03
4.938300000000000182e+03 4.938300000000000182e+03
5.780500000000000000e+03 5.780500000000000000e+03
5.288699999999999818e+03 5.288699999999999818e+03
4.043000000000000000e+03 4.043000000000000000e+03
3.409099999999999909e+03 3.409099999999999909e+03
5.158500000000000000e+03 5.158500000000000000e+03
4.051300000000000182e+03 4.051300000000000182e+03
3.950300000000000182e+03 3.950300000000000182e+03
4.290600000000000364e+03 4.290600000000000364e+03
3.367000000000000000e+03 3.367000000000000000e+03
4.016400000000000091e+03 4.016400000000000091e+03
5.340699999999999818e+03 5.340699999999999818e+03
3.553699999999999818e+03 3.553699999999999818e+03
4.749199999999999818e+03 4.749199999999999818e+03
5.596600000000000364e+03 5.596600000000000364e+03
8.869899999999999636e+03 8.869899999999999636e+03
4.996899999999999636e+03 4.996899999999999636e+03
5.032399999999999636e+03 5.032399999999999636e+03
6.160300000000000182e+03 6.160300000000000182e+03
4.876000000000000000e+03 4.876000000000000000e+03
4.439500000000000000e+03 4.439500000000000000e+03
4.388100000000000364e+03 4.388100000000000364e+03
3.387800000000000182e+03 3.387800000000000182e+03
5.083699999999999818e+03 5.083699999999999818e+03
5.388500000000000000e+03 5.388500000000000000e+03
5.400500000000000000e+03 5.400500000000000000e+03
3.806599999999999909e+03 3.806599999999999909e+03
3.701900000000000091e+03 3.701900000000000091e+03
3.563400000000000091e+03 3.563400000000000091e+03
4.521800000000000182e+03 4.521800000000000182e+03
4.630399999999999636e+03 4.630399999999999636e+03
6.082500000000000000e+03 6.082500000000000000e+03
4.386699999999999818e+03 4.386699999999999818e+03
5.414300000000000182e+03 5.414300000000000182e+03
3.202199999999999818e+03 3.202199999999999818e+03
4.254399999999999636e+03 4.254399999999999636e+03
5.350000000000000000e+03 5.350000000000000000e+03
4.883600000000000364e+03 4.883600000000000364e+03
5.014100000000000364e+03 5.014100000000000364e+03
4.797800000000000182e+03 4.797800000000000182e+03
5.302800000000000182e+03 5.302800000000000182e+03
5.647500000000000000e+03 5.647500000000000000e+03
5.775699999999999818e+03 5.775699999999999818e+03
6.003300000000000182e+03 6.003300000000000182e+03
4.599199999999999818e+03 4.599199999999999818e+03
5.180100000000000364e+03 5.180100000000000364e+03
4.879899999999999636e+03 4.879899999999999636e+03
4.901600000000000364e+03 4.901600000000000364e+03
6.451399999999999636e+03 6.451399999999999636e+03
3.560500000000000000e+03 3.560500000000000000e+03
5.571899999999999636e+03 5.571899999999999636e+03
3.219500000000000000e+03 3.219500000000000000e+03
5.654100000000000364e+03 5.654100000000000364e+03
4.495699999999999818e+03 4.495699999999999818e+03
3.452500000000000000e+03 3.452500000000000000e+03
3.215099999999999909e+03 3.215099999999999909e+03
5.118100000000000364e+03 5.118100000000000364e+03
4.451800000000000182e+03 4.451800000000000182e+03
5.957899999999999636e+03 5.957899999999999636e+03
4.121300000000000182e+03 4.121300000000000182e+03
4.086900000000000091e+03 4.086900000000000091e+03
3.946599999999999909e+03 3.946599999999999909e+03
4.143500000000000000e+03 4.143500000000000000e+03
3.365099999999999909e+03 3.365099999999999909e+03
5.592199999999999818e+03 5.592199999999999818e+03
3.594599999999999909e+03 3.594599999999999909e+03
5.006000000000000000e+03 5.006000000000000000e+03
4.528600000000000364e+03 4.528600000000000364e+03
3.603199999999999818e+03 3.603199999999999818e+03
3.524599999999999909e+03 3.524599999999999909e+03
4.370100000000000364e+03 4.370100000000000364e+03
5.533500000000000000e+03 5.533500000000000000e+03
4.303399999999999636e+03 4.303399999999999636e+03
4.797100000000000364e+03 4.797100000000000364e+03
4.464399999999999636e+03 4.464399999999999636e+03
5.455600000000000364e+03 5.455600000000000364e+03
4.248300000000000182e+03 4.248300000000000182e+03
3.556699999999999818e+03 3.556699999999999818e+03
4.573699999999999818e+03 4.573699999999999818e+03
3.552900000000000091e+03 3.552900000000000091e+03
4.686500000000000000e+03 4.686500000000000000e+03
3.319300000000000182e+03 3.319300000000000182e+03
5.324600000000000364e+03 5.324600000000000364e+03
5.470000000000000000e+03 5.470000000000000000e+03
5.395100000000000364e+03 5.395100000000000364e+03
5.277600000000000364e+03 5.277600000000000364e+03
3.370000000000000000e+03 3.370000000000000000e+03
3.879900000000000091e+03 3.879900000000000091e+03
4.858800000000000182e+03 4.858800000000000182e+03
3.993800000000000182e+03 3.993800000000000182e+03
4.630800000000000182e+03 4.630800000000000182e+03
3.322000000000000000e+03 3.322000000000000000e+03
3.251800000000000182e+03 3.251800000000000182e+03
3.318900000000000091e+03 3.318900000000000091e+03
5.343500000000000000e+03 5.343500000000000000e+03
4.679699999999999818e+03 4.679699999999999818e+03
4.553500000000000000e+03 4.553500000000000000e+03
5.339899999999999636e+03 5.339899999999999636e+03
3.280699999999999818e+03 3.280699999999999818e+03
4.162100000000000364e+03 4.162100000000000364e+03
4.823500000000000000e+03 4.823500000000000000e+03
5.162000000000000000e+03 5.162000000000000000e+03
4.880199999999999818e+03 4.880199999999999818e+03
4.871100000000000364e+03 4.871100000000000364e+03
5.698500000000000000e+03 5.698500000000000000e+03
4.805800000000000182e+03 4.805800000000000182e+03
5.746500000000000000e+03 5.746500000000000000e+03
5.531399999999999636e+03 5.531399999999999636e+03
5.370399999999999636e+03 5.370399999999999636e+03
4.723199999999999818e+03 4.723199999999999818e+03
3.841699999999999818e+03 3.841699999999999818e+03
3.699500000000000000e+03 3.699500000000000000e+03
5.488399999999999636e+03 5.488399999999999636e+03
4.993800000000000182e+03 4.993800000000000182e+03
3.246000000000000000e+03 3.246000000000000000e+03
4.801199999999999818e+03 4.801199999999999818e+03
3.463699999999999818e+03 3.463699999999999818e+03
5.685899999999999636e+03 5.685899999999999636e+03
4.448100000000000364e+03 4.448100000000000364e+03
5.270199999999999818e+03 5.270199999999999818e+03
5.273500000000000000e+03 5.273500000000000000e+03
5.870699999999999818e+03 5.870699999999999818e+03
3.382400000000000091e+03 3.382400000000000091e+03
3.397500000000000000e+03 3.397500000000000000e+03
5.237899999999999636e+03 5.237899999999999636e+03
5.189800000000000182e+03 5.189800000000000182e+03
5.019399999999999636e+03 5.019399999999999636e+03
3.483599999999999909e+03 3.483599999999999909e+03
3.117400000000000091e+03 3.117400000000000091e+03
4.308000000000000000e+03 4.308000000000000000e+03
3.527900000000000091e+03 3.527900000000000091e+03
5.593000000000000000e+03 5.593000000000000000e+03
4.978399999999999636e+03 4.978399999999999636e+03
5.951800000000000182e+03 5.951800000000000182e+03
4.089800000000000182e+03 4.089800000000000182e+03
5.421399999999999636e+03 5.421399999999999636e+03
5.392300000000000182e+03 5.392300000000000182e+03
3.369699999999999818e+03 3.369699999999999818e+03
5.231800000000000182e+03 5.231800000000000182e+03
4.454300000000000182e+03 4.454300000000000182e+03
5.590600000000000364e+03 5.590600000000000364e+03
5.255899999999999636e+03 5.255899999999999636e+03
4.440199999999999818e+03 4.440199999999999818e+03
5.480300000000000182e+03 5.480300000000000182e+03
3.272300000000000182e+03 3.272300000000000182e+03
5.590399999999999636e+03 5.590399999999999636e+03
3.551800000000000182e+03 3.551800000000000182e+03
4.301800000000000182e+03 4.301800000000000182e+03
5.652399999999999636e+03 5.652399999999999636e+03
4.928300000000000182e+03 4.928300000000000182e+03
5.268800000000000182e+03 5.268800000000000182e+03
4.760699999999999818e+03 4.760699999999999818e+03
5.111600000000000364e+03 5.111600000000000364e+03
4.551300000000000182e+03 4.551300000000000182e+03
3.489800000000000182e+03 3.489800000000000182e+03
3.627500000000000000e+03 3.627500000000000000e+03
5.492899999999999636e+03 5.492899999999999636e+03
3.513099999999999909e+03 3.513099999999999909e+03
5.066699999999999818e+03 5.066699999999999818e+03
5.499699999999999818e+03 5.499699999999999818e+03
3.324699999999999818e+03 3.324699999999999818e+03
4.418100000000000364e+03 4.418100000000000364e+03
6.183300000000000182e+03 6.183300000000000182e+03
4.325100000000000364e+03 4.325100000000000364e+03
3.927500000000000000e+03 3.927500000000000000e+03
5.606600000000000364e+03 5.606600000000000364e+03
4.734500000000000000e+03 4.734500000000000000e+03
3.222800000000000182e+03 3.222800000000000182e+03
5.316600000000000364e+03 5.316600000000000364e+03
3.399099999999999909e+03 3.399099999999999909e+03
5.040199999999999818e+03 5.040199999999999818e+03
4.519500000000000000e+03 4.519500000000000000e+03
5.732600000000000364e+03 5.732600000000000364e+03
3.748400000000000091e+03 3.748400000000000091e+03
5.530199999999999818e+03 5.530199999999999818e+03
5.358300000000000182e+03 5.358300000000000182e+03
5.101600000000000364e+03 5.101600000000000364e+03
3.930599999999999909e+03 3.930599999999999909e+03
3.592400000000000091e+03 3.592400000000000091e+03
3.301000000000000000e+03 3.301000000000000000e+03
5.608899999999999636e+03 5.608899999999999636e+03
3.643099999999999909e+03 3.643099999999999909e+03
5.865899999999999636e+03 5.865899999999999636e+03
3.719900000000000091e+03 3.719900000000000091e+03
5.092600000000000364e+03 5.092600000000000364e+03
4.818199999999999818e+03 4.818199999999999818e+03
3.556800000000000182e+03 3.556800000000000182e+03
5.955500000000000000e+03 5.955500000000000000e+03
4.204800000000000182e+03 4.204800000000000182e+03
3.446300000000000182e+03 3.446300000000000182e+03
4.590899999999999636e+03 4.590899999999999636e+03
4.518199999999999818e+03 4.518199999999999818e+03
4.963800000000000182e+03 4.963800000000000182e+03
3.709199999999999818e+03 3.709199999999999818e+03
4.562399999999999636e+03 4.562399999999999636e+03
3.683699999999999818e+03 3.683699999999999818e+03
4.526300000000000182e+03 4.526300000000000182e+03
5.074100000000000364e+03 5.074100000000000364e+03
4.394100000000000364e+03 4.394100000000000364e+03
5.888199999999999818e+03 5.888199999999999818e+03
4.861800000000000182e+03 4.861800000000000182e+03
3.228199999999999818e+03 3.228199999999999818e+03
5.863699999999999818e+03 5.863699999999999818e+03
5.550300000000000182e+03 5.550300000000000182e+03
4.487699999999999818e+03 4.487699999999999818e+03
3.816300000000000182e+03 3.816300000000000182e+03
5.515100000000000364e+03 5.515100000000000364e+03
4.407399999999999636e+03 4.407399999999999636e+03
3.565800000000000182e+03 3.565800000000000182e+03
5.736800000000000182e+03 5.736800000000000182e+03
5.229300000000000182e+03 5.229300000000000182e+03
5.024600000000000364e+03 5.024600000000000364e+03
6.868300000000000182e+03 6.868300000000000182e+03
4.301300000000000182e+03 4.301300000000000182e+03
4.326699999999999818e+03 4.326699999999999818e+03
4.550899999999999636e+03 4.550899999999999636e+03
4.294800000000000182e+03 4.294800000000000182e+03
3.976599999999999909e+03 3.976599999999999909e+03
5.321000000000000000e+03 5.321000000000000000e+03
4.804500000000000000e+03 4.804500000000000000e+03
5.420199999999999818e+03 5.420199999999999818e+03
3.923900000000000091e+03 3.923900000000000091e+03
3.589900000000000091e+03 3.589900000000000091e+03
5.868199999999999818e+03 5.868199999999999818e+03
4.079900000000000091e+03 4.079900000000000091e+03
3.974599999999999909e+03 3.974599999999999909e+03
4.133100000000000364e+03 4.133100000000000364e+03
4.916000000000000000e+03 4.916000000000000000e+03
5.134100000000000364e+03 5.134100000000000364e+03
4.402100000000000364e+03 4.402100000000000364e+03
5.638699999999999818e+03 5.638699999999999818e+03
3.435500000000000000e+03 3.435500000000000000e+03
4.655399999999999636e+03 4.655399999999999636e+03
4.391800000000000182e+03 4.391800000000000182e+03
3.348000000000000000e+03 3.348000000000000000e+03
3.274800000000000182e+03 3.274800000000000182e+03
4.684699999999999818e+03 4.684699999999999818e+03
4.287100000000000364e+03 4.287100000000000364e+03
5.631699999999999818e+03 5.631699999999999818e+03
5.757600000000000364e+03 5.757600000000000364e+03
3.766099999999999909e+03 3.766099999999999909e+03
4.940300000000000182e+03 4.940300000000000182e+03
5.830100000000000364e+03 5.830100000000000364e+03
5.640600000000000364e+03 5.640600000000000364e+03
5.898899999999999636e+03 5.898899999999999636e+03
4.691500000000000000e+03 4.691500000000000000e+03
4.965800000000000182e+03 4.965800000000000182e+03
5.286100000000000364e+03 5.286100000000000364e+03
3.500599999999999909e+03 3.500599999999999909e+03
3.322699999999999818e+03 3.322699999999999818e+03
5.637899999999999636e+03 5.637899999999999636e+03
4.206800000000000182e+03 4.206800000000000182e+03
3.647400000000000091e+03 3.647400000000000091e+03
3.435400000000000091e+03 3.435400000000000091e+03
3.782199999999999818e+03 3.782199999999999818e+03
5.431699999999999818e+03 5.431699999999999818e+03
4.178100000000000364e+03 4.178100000000000364e+03
3.490900000000000091e+03 3.490900000000000091e+03
3.987300000000000182e+03 3.987300000000000182e+03
4.443800000000000182e+03 4.443800000000000182e+03
4.545100000000000364e+03 4.545100000000000364e+03
5.376100000000000364e+03 5.376100000000000364e+03
3.627800000000000182e+03 3.627800000000000182e+03
5.722399999999999636e+03 5.722399999999999636e+03
5.602500000000000000e+03 5.602500000000000000e+03
3.890400000000000091e+03 3.890400000000000091e+03
4.637300000000000182e+03 4.637300000000000182e+03
4.967399999999999636e+03 4.967399999999999636e+03
5.137199999999999818e+03 5.137199999999999818e+03
3.554800000000000182e+03 3.554800000000000182e+03
5.535100000000000364e+03 5.535100000000000364e+03
5.778800000000000182e+03 5.778800000000000182e+03
3.395000000000000000e+03 3.395000000000000000e+03
3.364500000000000000e+03 3.364500000000000000e+03
6.178500000000000000e+03 6.178500000000000000e+03
5.629199999999999818e+03 5.629199999999999818e+03
4.799100000000000364e+03 4.799100000000000364e+03
5.038100000000000364e+03 5.038100000000000364e+03
6.444600000000000364e+03 6.444600000000000364e+03
4.134800000000000182e+03 4.134800000000000182e+03
5.051000000000000000e+03 5.051000000000000000e+03
5.675300000000000182e+03 5.675300000000000182e+03
3.399000000000000000e+03 3.399000000000000000e+03
4.960899999999999636e+03 4.960899999999999636e+03
4.728899999999999636e+03 4.728899999999999636e+03
4.390399999999999636e+03 4.390399999999999636e+03
5.603699999999999818e+03 5.603699999999999818e+03
5.306100000000000364e+03 5.306100000000000364e+03
4.604399999999999636e+03 4.604399999999999636e+03
4.686399999999999636e+03 4.686399999999999636e+03
3.728300000000000182e+03 3.728300000000000182e+03
4.615199999999999818e+03 4.615199999999999818e+03
4.118699999999999818e+03 4.118699999999999818e+03
3.401400000000000091e+03 3.401400000000000091e+03
3.406199999999999818e+03 3.406199999999999818e+03
4.206500000000000000e+03 4.206500000000000000e+03
4.262199999999999818e+03 4.262199999999999818e+03
4.190600000000000364e+03 4.190600000000000364e+03
3.238800000000000182e+03 3.238800000000000182e+03
5.886000000000000000e+03 5.886000000000000000e+03
5.361500000000000000e+03 5.361500000000000000e+03
4.904199999999999818e+03 4.904199999999999818e+03
3.711599999999999909e+03 3.711599999999999909e+03
3.633800000000000182e+03 3.633800000000000182e+03
5.228399999999999636e+03 5.228399999999999636e+03
5.583000000000000000e+03 5.583000000000000000e+03
3.426300000000000182e+03 3.426300000000000182e+03
4.485600000000000364e+03 4.485600000000000364e+03
3.239199999999999818e+03 3.239199999999999818e+03
5.804300000000000182e+03 5.804300000000000182e+03
3.565000000000000000e+03 3.565000000000000000e+03
5.975300000000000182e+03 5.975300000000000182e+03
4.288399999999999636e+03 4.288399999999999636e+03
5.400100000000000364e+03 5.400100000000000364e+03
3.563099999999999909e+03 3.563099999999999909e+03
6.184300000000000182e+03 6.184300000000000182e+03
3.335400000000000091e+03 3.335400000000000091e+03
5.734500000000000000e+03 5.734500000000000000e+03
3.857199999999999818e+03 3.857199999999999818e+03
4.537600000000000364e+03 4.537600000000000364e+03
3.722900000000000091e+03 3.722900000000000091e+03
5.420199999999999818e+03 5.420199999999999818e+03
6.358800000000000182e+03 6.358800000000000182e+03
5.148899999999999636e+03 5.148899999999999636e+03
6.298399999999999636e+03 6.298399999999999636e+03
4.429000000000000000e+03 4.429000000000000000e+03
3.876300000000000182e+03 3.876300000000000182e+03
3.528199999999999818e+03 3.528199999999999818e+03
5.079899999999999636e+03 5.079899999999999636e+03
4.179899999999999636e+03 4.179899999999999636e+03
3.604900000000000091e+03 3.604900000000000091e+03
5.409899999999999636e+03 5.409899999999999636e+03
3.412400000000000091e+03 3.412400000000000091e+03
5.707399999999999636e+03 5.707399999999999636e+03
4.146699999999999818e+03 4.146699999999999818e+03
4.768899999999999636e+03 4.768899999999999636e+03
4.274500000000000000e+03 4.274500000000000000e+03
4.348699999999999818e+03 4.348699999999999818e+03
4.516899999999999636e+03 4.516899999999999636e+03
5.290500000000000000e+03 5.290500000000000000e+03
4.610199999999999818e+03 4.610199999999999818e+03
5.182000000000000000e+03 5.182000000000000000e+03
5.729600000000000364e+03 5.729600000000000364e+03
5.002500000000000000e+03 5.002500000000000000e+03
3.276099999999999909e+03 3.276099999999999909e+03
4.331199999999999818e+03 4.331199999999999818e+03
4.471300000000000182e+03 4.471300000000000182e+03
4.081199999999999818e+03 4.081199999999999818e+03
5.306199999999999818e+03 5.306199999999999818e+03
5.398100000000000364e+03 5.398100000000000364e+03
4.677800000000000182e+03 4.677800000000000182e+03
4.723399999999999636e+03 4.723399999999999636e+03
3.989400000000000091e+03 3.989400000000000091e+03
4.979300000000000182e+03 4.979300000000000182e+03
4.851199999999999818e+03 4.851199999999999818e+03
4.821300000000000182e+03 4.821300000000000182e+03
4.263300000000000182e+03 4.263300000000000182e+03
4.304199999999999818e+03 4.304199999999999818e+03
5.083800000000000182e+03 5.083800000000000182e+03
3.992800000000000182e+03 3.992800000000000182e+03
4.552199999999999818e+03 4.552199999999999818e+03
3.535000000000000000e+03 3.535000000000000000e+03
3.523099999999999909e+03 3.523099999999999909e+03
5.949300000000000182e+03 5.949300000000000182e+03
3.902199999999999818e+03 3.902199999999999818e+03
5.323300000000000182e+03 5.323300000000000182e+03
5.473699999999999818e+03 5.473699999999999818e+03
4.922000000000000000e+03 4.922000000000000000e+03
5.751800000000000182e+03 5.751800000000000182e+03
3.521400000000000091e+03 3.521400000000000091e+03
3.959500000000000000e+03 3.959500000000000000e+03
3.387400000000000091e+03 3.387400000000000091e+03
5.678899999999999636e+03 5.678899999999999636e+03
5.022500000000000000e+03 5.022500000000000000e+03
4.910100000000000364e+03 4.910100000000000364e+03
4.924800000000000182e+03 4.924800000000000182e+03
5.613500000000000000e+03 5.613500000000000000e+03
5.374600000000000364e+03 5.374600000000000364e+03
4.861000000000000000e+03 4.861000000000000000e+03
4.968800000000000182e+03 4.968800000000000182e+03
3.286699999999999818e+03 3.286699999999999818e+03
4.931899999999999636e+03 4.931899999999999636e+03
5.111899999999999636e+03 5.111899999999999636e+03
3.447500000000000000e+03 3.447500000000000000e+03
5.475699999999999818e+03 5.475699999999999818e+03
4.538399999999999636e+03 4.538399999999999636e+03
5.117199999999999818e+03 5.117199999999999818e+03
5.144600000000000364e+03 5.144600000000000364e+03
3.550900000000000091e+03 3.550900000000000091e+03
5.728699999999999818e+03 5.728699999999999818e+03
5.878199999999999818e+03 5.878199999999999818e+03
5.405100000000000364e+03 5.405100000000000364e+03
3.797300000000000182e+03 3.797300000000000182e+03
3.517199999999999818e+03 3.517199999999999818e+03
3.773500000000000000e+03 3.773500000000000000e+03
5.748899999999999636e+03 5.748899999999999636e+03
3.605900000000000091e+03 3.605900000000000091e+03
3.693699999999999818e+03 3.693699999999999818e+03
4.926600000000000364e+03 4.926600000000000364e+03
5.387899999999999636e+03 5.387899999999999636e+03
4.923100000000000364e+03 4.923100000000000364e+03
3.290599999999999909e+03 3.290599999999999909e+03
4.561699999999999818e+03 4.561699999999999818e+03
3.136900000000000091e+03 3.136900000000000091e+03
4.230199999999999818e+03 4.230199999999999818e+03
3.865099999999999909e+03 3.865099999999999909e+03
4.562500000000000000e+03 4.562500000000000000e+03
5.271399999999999636e+03 5.271399999999999636e+03
3.525900000000000091e+03 3.525900000000000091e+03
5.056199999999999818e+03 5.056199999999999818e+03
3.323400000000000091e+03 3.323400000000000091e+03
4.740500000000000000e+03 4.740500000000000000e+03
4.427899999999999636e+03 4.427899999999999636e+03
5.684000000000000000e+03 5.684000000000000000e+03
5.830399999999999636e+03 5.830399999999999636e+03
3.939599999999999909e+03 3.939599999999999909e+03
5.669699999999999818e+03 5.669699999999999818e+03
3.674900000000000091e+03 3.674900000000000091e+03
5.055000000000000000e+03 5.055000000000000000e+03
5.381399999999999636e+03 5.381399999999999636e+03
5.668199999999999818e+03 5.668199999999999818e+03
4.700899999999999636e+03 4.700899999999999636e+03
3.179800000000000182e+03 3.179800000000000182e+03
4.781300000000000182e+03 4.781300000000000182e+03
3.282199999999999818e+03 3.282199999999999818e+03
4.826500000000000000e+03 4.826500000000000000e+03
5.201800000000000182e+03 5.201800000000000182e+03
4.928199999999999818e+03 4.928199999999999818e+03
5.196000000000000000e+03 5.196000000000000000e+03
3.383500000000000000e+03 3.383500000000000000e+03
5.211800000000000182e+03 5.211800000000000182e+03
4.237500000000000000e+03 4.237500000000000000e+03
4.305899999999999636e+03 4.305899999999999636e+03
5.418500000000000000e+03 5.418500000000000000e+03
3.457800000000000182e+03 3.457800000000000182e+03
3.287199999999999818e+03 3.287199999999999818e+03
5.425699999999999818e+03 5.425699999999999818e+03
6.099699999999999818e+03 6.099699999999999818e+03
5.170699999999999818e+03 5.170699999999999818e+03
5.279699999999999818e+03 5.279699999999999818e+03
3.392599999999999909e+03 3.392599999999999909e+03
4.003900000000000091e+03 4.003900000000000091e+03
4.455600000000000364e+03 4.455600000000000364e+03
3.739300000000000182e+03 3.739300000000000182e+03
3.849300000000000182e+03 3.849300000000000182e+03
4.735500000000000000e+03 4.735500000000000000e+03
4.663899999999999636e+03 4.663899999999999636e+03
3.358199999999999818e+03 3.358199999999999818e+03
4.900000000000000000e+03 4.900000000000000000e+03
3.333099999999999909e+03 3.333099999999999909e+03
3.249599999999999909e+03 3.249599999999999909e+03
5.759600000000000364e+03 5.759600000000000364e+03
3.552400000000000091e+03 3.552400000000000091e+03
4.149399999999999636e+03 4.149399999999999636e+03
3.694699999999999818e+03 3.694699999999999818e+03
5.282699999999999818e+03 5.282699999999999818e+03
5.723500000000000000e+03 5.723500000000000000e+03
3.180900000000000091e+03 3.180900000000000091e+03
4.449699999999999818e+03 4.449699999999999818e+03
4.728300000000000182e+03 4.728300000000000182e+03
4.451600000000000364e+03 4.451600000000000364e+03
4.846899999999999636e+03 4.846899999999999636e+03
3.561300000000000182e+03 3.561300000000000182e+03
5.161699999999999818e+03 5.161699999999999818e+03
6.359199999999999818e+03 6.359199999999999818e+03
5.043100000000000364e+03 5.043100000000000364e+03
4.775800000000000182e+03 4.775800000000000182e+03
4.201000000000000000e+03 4.201000000000000000e+03
5.209000000000000000e+03 5.209000000000000000e+03
3.250699999999999818e+03 3.250699999999999818e+03
5.321300000000000182e+03 5.321300000000000182e+03
4.600899999999999636e+03 4.600899999999999636e+03
5.329500000000000000e+03 5.329500000000000000e+03
5.044100000000000364e+03 5.044100000000000364e+03
4.569800000000000182e+03 4.569800000000000182e+03
3.613599999999999909e+03 3.613599999999999909e+03
6.308800000000000182e+03 6.308800000000000182e+03
4.751699999999999818e+03 4.751699999999999818e+03
5.119500000000000000e+03 5.119500000000000000e+03
5.100699999999999818e+03 5.100699999999999818e+03
3.213099999999999909e+03 3.213099999999999909e+03
4.151899999999999636e+03 4.151899999999999636e+03
6.087000000000000000e+03 6.087000000000000000e+03
